Timestamp,UserID,UserName,Action,Detail
2025-12-02 18:39:30.071,5866356690,busintarch (Harry),show populars,show_pop_999
2025-12-02 18:39:10.784,5866356690,busintarch (Harry),show genres of parent genre,"Наука, Образование"
2025-12-02 18:39:06.336,5866356690,busintarch (Harry),viewed parent genres,
2025-12-02 18:38:54.972,5866356690,busintarch (Harry),showed help,
2025-12-02 18:38:46.708,5866356690,busintarch (Harry),viewed about,
2025-12-02 18:38:37.841,5866356690,busintarch (Harry),started bot,
2025-12-02 18:36:56.488,5866356690,busintarch (Harry),viewed news,
2025-12-02 18:35:44.763,5866356690,busintarch (Harry),started bot,
2025-12-02 18:03:17.817,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 15:54:15.085,5866356690,busintarch (Harry),searched for books popular,; count:868
2025-12-02 15:54:04.473,5866356690,busintarch (Harry),show populars,show_pop_7
2025-12-02 15:53:13.489,5866356690,busintarch (Harry),changed page of books,87
2025-12-02 15:53:12.148,5866356690,busintarch (Harry),changed page of books,88
2025-12-02 15:53:10.764,5866356690,busintarch (Harry),changed page of books,89
2025-12-02 15:53:09.336,5866356690,busintarch (Harry),changed page of books,90
2025-12-02 15:53:06.853,5866356690,busintarch (Harry),changed page of books,91
2025-12-02 15:53:03.353,5866356690,busintarch (Harry),searched for books popular,; count:1825
2025-12-02 15:53:00.997,5866356690,busintarch (Harry),show populars,show_pop_0
2025-12-02 15:52:42.632,5866356690,busintarch (Harry),searched for books,лев толстой; count:128
2025-12-02 15:52:15.699,5866356690,busintarch (Harry),searched for books,лев толстой; count:853
2025-12-02 15:52:11.682,5866356690,busintarch (Harry),searched for authors by book info,лев толстой; count:200
2025-12-02 15:51:58.438,5866356690,busintarch (Harry),changed page of books,0
2025-12-02 15:51:55.617,5866356690,busintarch (Harry),changed page of books,99
2025-12-02 15:51:54.071,5866356690,busintarch (Harry),changed page of books,3
2025-12-02 15:51:48.876,5866356690,busintarch (Harry),changed page of books,2
2025-12-02 15:51:46.122,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 15:51:44.169,5866356690,busintarch (Harry),searched for books popular,; count:1997
2025-12-02 15:51:35.198,5866356690,busintarch (Harry),show populars,show_pop_999
